sektor,transaktionspost,kvartal,"Inkomster och utgifter samt kapitaltransaktioner (ENS2010), löpande priser, mnkr"
S11 Icke-finansiella bolag,"GOB Löpande balans, brutto",2024K2,..
S11 Icke-finansiella bolag,"GOB Löpande balans, brutto",2024K3,..
S11 Icke-finansiella bolag,"GOB Löpande balans, brutto",2024K4,..
S11 Icke-finansiella bolag,"POP Medelfolkmängd, tusental",2024K1,..
S11 Icke-finansiella bolag,"POP Medelfolkmängd, tusental",2024K2,..
S11 Icke-finansiella bolag,"POP Medelfolkmängd, tusental",2024K3,..
S11 Icke-finansiella bolag,"POP Medelfolkmängd, tusental",2024K4,..
S11 Icke-finansiella bolag,FACTINC.REC Faktorinkomster exkl. arbetsgivares soc.avg. (B2n+B3n+D11+D4net),2024K1,..
S11 Icke-finansiella bolag,FACTINC.REC Faktorinkomster exkl. arbetsgivares soc.avg. (B2n+B3n+D11+D4net),2024K2,..
S11 Icke-finansiella bolag,FACTINC.REC Faktorinkomster exkl. arbetsgivares soc.avg. (B2n+B3n+D11+D4net),2024K3,..
S11 Icke-finansiella bolag,FACTINC.REC Faktorinkomster exkl. arbetsgivares soc.avg. (B2n+B3n+D11+D4net),2024K4,..
S11 Icke-finansiella bolag,D4X.REC Aktieutdelning och arrendenetto (D42+D45net),2024K1,..
S11 Icke-finansiella bolag,D4X.REC Aktieutdelning och arrendenetto (D42+D45net),2024K2,..
S11 Icke-finansiella bolag,D4X.REC Aktieutdelning och arrendenetto (D42+D45net),2024K3,..
S11 Icke-finansiella bolag,D4X.REC Aktieutdelning och arrendenetto (D42+D45net),2024K4,..
S11 Icke-finansiella bolag,INCS13.REC Inkomstöverföringar från offentlig förvaltning (D62+D75S13),2024K1,..
S11 Icke-finansiella bolag,INCS13.REC Inkomstöverföringar från offentlig förvaltning (D62+D75S13),2024K2,..
S11 Icke-finansiella bolag,INCS13.REC Inkomstöverföringar från offentlig förvaltning (D62+D75S13),2024K3,..
S11 Icke-finansiella bolag,INCS13.REC Inkomstöverföringar från offentlig förvaltning (D62+D75S13),2024K4,..
S11 Icke-finansiella bolag,"INCOTH.REC Överföringar från privat sektor, netto (D62net+D72+D75S1Wnet-D71)",2024K1,..
S11 Icke-finansiella bolag,"INCOTH.REC Överföringar från privat sektor, netto (D62net+D72+D75S1Wnet-D71)",2024K2,..
S11 Icke-finansiella bolag,"INCOTH.REC Överföringar från privat sektor, netto (D62net+D72+D75S1Wnet-D71)",2024K3,..
S11 Icke-finansiella bolag,"INCOTH.REC Överföringar från privat sektor, netto (D62net+D72+D75S1Wnet-D71)",2024K4,..
S11 Icke-finansiella bolag,TAXSOC.PAY Skatter och övriga sociala avgifter (D5+D613+D614+D61SC),2024K1,..
S11 Icke-finansiella bolag,TAXSOC.PAY Skatter och övriga sociala avgifter (D5+D613+D614+D61SC),2024K2,..
S11 Icke-finansiella bolag,TAXSOC.PAY Skatter och övriga sociala avgifter (D5+D613+D614+D61SC),2024K3,..
S11 Icke-finansiella bolag,TAXSOC.PAY Skatter och övriga sociala avgifter (D5+D613+D614+D61SC),2024K4,..
S11 Icke-finansiella bolag,OTHTS.PAY Övriga sociala avgifter (D613+D614+D61SC),2024K1,..
S11 Icke-finansiella bolag,OTHTS.PAY Övriga sociala avgifter (D613+D614+D61SC),2024K2,..
S11 Icke-finansiella bolag,OTHTS.PAY Övriga sociala avgifter (D613+D614+D61SC),2024K3,..
S11 Icke-finansiella bolag,OTHTS.PAY Övriga sociala avgifter (D613+D614+D61SC),2024K4,..
S11 Icke-finansiella bolag,"EMPPS Medelantalet sysselsatta, tusental",2024K1,..
S11 Icke-finansiella bolag,"EMPPS Medelantalet sysselsatta, tusental",2024K2,..
S11 Icke-finansiella bolag,"EMPPS Medelantalet sysselsatta, tusental",2024K3,..
S11 Icke-finansiella bolag,"EMPPS Medelantalet sysselsatta, tusental",2024K4,..
S11 Icke-finansiella bolag,"EMPHW Arbetade timmar, tusental",2024K1,..
S11 Icke-finansiella bolag,"EMPHW Arbetade timmar, tusental",2024K2,..
S11 Icke-finansiella bolag,"EMPHW Arbetade timmar, tusental",2024K3,..
S11 Icke-finansiella bolag,"EMPHW Arbetade timmar, tusental",2024K4,..
S11 Icke-finansiella bolag,"B8nCap Sparande, netto, per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B8nCap Sparande, netto, per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B8nCap Sparande, netto, per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B8nCap Sparande, netto, per capita, TKR",2024K4,..
S11 Icke-finansiella bolag,"B8nPrivCap Sparande, netto, exkl. förändr. av pensionsrätter, per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B8nPrivCap Sparande, netto, exkl. förändr. av pensionsrätter, per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B8nPrivCap Sparande, netto, exkl. förändr. av pensionsrätter, per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B8nPrivCap Sparande, netto, exkl. förändr. av pensionsrätter, per capita, TKR",2024K4,..
S11 Icke-finansiella bolag,"B9Cap Finansiellt sparande, per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B9Cap Finansiellt sparande, per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B9Cap Finansiellt sparande, per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B9Cap Finansiellt sparande, per capita, TKR",2024K4,..
S11 Icke-finansiella bolag,"B9PrivCap Finansiellt sparande exkl. förändr. av pensionsrätter, per capita, TKR",2024K1,..
S11 Icke-finansiella bolag,"B9PrivCap Finansiellt sparande exkl. förändr. av pensionsrätter, per capita, TKR",2024K2,..
S11 Icke-finansiella bolag,"B9PrivCap Finansiellt sparande exkl. förändr. av pensionsrätter, per capita, TKR",2024K3,..
S11 Icke-finansiella bolag,"B9PrivCap Finansiellt sparande exkl. förändr. av pensionsrätter, per capita, TKR",2024K4,..
