region,typ av fastighet,ägarkategori,"år, oregelb",tabellinnehåll,"Allmän och förenklad fastighetstaxering. Taxeringsenheter, totalt taxerings-/basvärde och areal"
00 Riket,"430 Industrienhet, bensinstation",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"430 Industrienhet, bensinstation",stat,2025,"Areal, kvkm",..
00 Riket,"430 Industrienhet, bensinstation","kommun, region",2025,Taxeringsenheter,8
00 Riket,"430 Industrienhet, bensinstation","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",35
00 Riket,"430 Industrienhet, bensinstation","kommun, region",2025,"Areal, kvkm",0.02
00 Riket,"430 Industrienhet, bensinstation",Svenska kyrkan,2025,Taxeringsenheter,1
00 Riket,"430 Industrienhet, bensinstation",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"430 Industrienhet, bensinstation",Svenska kyrkan,2025,"Areal, kvkm",0.00
00 Riket,"430 Industrienhet, bensinstation",allmännyttigt bostadsföretag,2025,Taxeringsenheter,2
00 Riket,"430 Industrienhet, bensinstation",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",3
00 Riket,"430 Industrienhet, bensinstation",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.01
00 Riket,"430 Industrienhet, bensinstation",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"430 Industrienhet, bensinstation",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"430 Industrienhet, bensinstation",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"430 Industrienhet, bensinstation",ekonomisk förening utom BRF,2025,Taxeringsenheter,81
00 Riket,"430 Industrienhet, bensinstation",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",232
00 Riket,"430 Industrienhet, bensinstation",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.27
00 Riket,"430 Industrienhet, bensinstation",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"430 Industrienhet, bensinstation",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"430 Industrienhet, bensinstation",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"430 Industrienhet, bensinstation",övrigt svenskt AB,2025,Taxeringsenheter,2035
00 Riket,"430 Industrienhet, bensinstation",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",5860
00 Riket,"430 Industrienhet, bensinstation",övrigt svenskt AB,2025,"Areal, kvkm",5.48
00 Riket,"430 Industrienhet, bensinstation",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"430 Industrienhet, bensinstation",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"430 Industrienhet, bensinstation",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"430 Industrienhet, bensinstation",dödsbo,2025,Taxeringsenheter,1
00 Riket,"430 Industrienhet, bensinstation",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"430 Industrienhet, bensinstation",dödsbo,2025,"Areal, kvkm",0.00
00 Riket,"430 Industrienhet, bensinstation",övriga,2025,Taxeringsenheter,38
00 Riket,"430 Industrienhet, bensinstation",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",56
00 Riket,"430 Industrienhet, bensinstation",övriga,2025,"Areal, kvkm",0.11
00 Riket,"431 Industrienhet, reparationsverkstad",fysisk person,2025,Taxeringsenheter,2238
00 Riket,"431 Industrienhet, reparationsverkstad",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",2402
00 Riket,"431 Industrienhet, reparationsverkstad",fysisk person,2025,"Areal, kvkm",7.54
00 Riket,"431 Industrienhet, reparationsverkstad",stat,2025,Taxeringsenheter,..
00 Riket,"431 Industrienhet, reparationsverkstad",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"431 Industrienhet, reparationsverkstad",stat,2025,"Areal, kvkm",..
00 Riket,"431 Industrienhet, reparationsverkstad","kommun, region",2025,Taxeringsenheter,61
00 Riket,"431 Industrienhet, reparationsverkstad","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",327
00 Riket,"431 Industrienhet, reparationsverkstad","kommun, region",2025,"Areal, kvkm",0.44
00 Riket,"431 Industrienhet, reparationsverkstad",Svenska kyrkan,2025,Taxeringsenheter,1
00 Riket,"431 Industrienhet, reparationsverkstad",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"431 Industrienhet, reparationsverkstad",Svenska kyrkan,2025,"Areal, kvkm",0.00
00 Riket,"431 Industrienhet, reparationsverkstad",allmännyttigt bostadsföretag,2025,Taxeringsenheter,24
00 Riket,"431 Industrienhet, reparationsverkstad",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",42
00 Riket,"431 Industrienhet, reparationsverkstad",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.08
00 Riket,"431 Industrienhet, reparationsverkstad",bostadsrättsförening,2025,Taxeringsenheter,6
00 Riket,"431 Industrienhet, reparationsverkstad",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",17
00 Riket,"431 Industrienhet, reparationsverkstad",bostadsrättsförening,2025,"Areal, kvkm",0.01
00 Riket,"431 Industrienhet, reparationsverkstad",ekonomisk förening utom BRF,2025,Taxeringsenheter,11
00 Riket,"431 Industrienhet, reparationsverkstad",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",38
00 Riket,"431 Industrienhet, reparationsverkstad",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.08
00 Riket,"431 Industrienhet, reparationsverkstad",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"431 Industrienhet, reparationsverkstad",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"431 Industrienhet, reparationsverkstad",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"431 Industrienhet, reparationsverkstad",övrigt svenskt AB,2025,Taxeringsenheter,4020
00 Riket,"431 Industrienhet, reparationsverkstad",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",26722
00 Riket,"431 Industrienhet, reparationsverkstad",övrigt svenskt AB,2025,"Areal, kvkm",32.86
00 Riket,"431 Industrienhet, reparationsverkstad",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,3
00 Riket,"431 Industrienhet, reparationsverkstad",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",5
00 Riket,"431 Industrienhet, reparationsverkstad",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.01
00 Riket,"431 Industrienhet, reparationsverkstad",dödsbo,2025,Taxeringsenheter,40
00 Riket,"431 Industrienhet, reparationsverkstad",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",49
00 Riket,"431 Industrienhet, reparationsverkstad",dödsbo,2025,"Areal, kvkm",0.17
00 Riket,"431 Industrienhet, reparationsverkstad",övriga,2025,Taxeringsenheter,265
00 Riket,"431 Industrienhet, reparationsverkstad",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",2194
00 Riket,"431 Industrienhet, reparationsverkstad",övriga,2025,"Areal, kvkm",1.75
00 Riket,"432 Industrienhet, lager",fysisk person,2025,Taxeringsenheter,3987
00 Riket,"432 Industrienhet, lager",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",5017
00 Riket,"432 Industrienhet, lager",fysisk person,2025,"Areal, kvkm",14.09
00 Riket,"432 Industrienhet, lager",stat,2025,Taxeringsenheter,15
00 Riket,"432 Industrienhet, lager",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",56
00 Riket,"432 Industrienhet, lager",stat,2025,"Areal, kvkm",0.05
00 Riket,"432 Industrienhet, lager","kommun, region",2025,Taxeringsenheter,243
00 Riket,"432 Industrienhet, lager","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",1917
00 Riket,"432 Industrienhet, lager","kommun, region",2025,"Areal, kvkm",4.74
00 Riket,"432 Industrienhet, lager",Svenska kyrkan,2025,Taxeringsenheter,1
00 Riket,"432 Industrienhet, lager",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"432 Industrienhet, lager",Svenska kyrkan,2025,"Areal, kvkm",0.00
00 Riket,"432 Industrienhet, lager",allmännyttigt bostadsföretag,2025,Taxeringsenheter,50
00 Riket,"432 Industrienhet, lager",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",226
00 Riket,"432 Industrienhet, lager",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.49
00 Riket,"432 Industrienhet, lager",bostadsrättsförening,2025,Taxeringsenheter,94
00 Riket,"432 Industrienhet, lager",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",2089
00 Riket,"432 Industrienhet, lager",bostadsrättsförening,2025,"Areal, kvkm",0.48
00 Riket,"432 Industrienhet, lager",ekonomisk förening utom BRF,2025,Taxeringsenheter,110
00 Riket,"432 Industrienhet, lager",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",801
00 Riket,"432 Industrienhet, lager",ekonomisk förening utom BRF,2025,"Areal, kvkm",1.01
00 Riket,"432 Industrienhet, lager",bank och försäkringsbolag,2025,Taxeringsenheter,1
00 Riket,"432 Industrienhet, lager",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",1
00 Riket,"432 Industrienhet, lager",bank och försäkringsbolag,2025,"Areal, kvkm",0.00
00 Riket,"432 Industrienhet, lager",övrigt svenskt AB,2025,Taxeringsenheter,10328
00 Riket,"432 Industrienhet, lager",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",141642
00 Riket,"432 Industrienhet, lager",övrigt svenskt AB,2025,"Areal, kvkm",101.75
00 Riket,"432 Industrienhet, lager",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,17
00 Riket,"432 Industrienhet, lager",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",70
00 Riket,"432 Industrienhet, lager",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.13
00 Riket,"432 Industrienhet, lager",dödsbo,2025,Taxeringsenheter,52
00 Riket,"432 Industrienhet, lager",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",43
00 Riket,"432 Industrienhet, lager",dödsbo,2025,"Areal, kvkm",0.16
00 Riket,"432 Industrienhet, lager",övriga,2025,Taxeringsenheter,649
00 Riket,"432 Industrienhet, lager",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",9317
00 Riket,"432 Industrienhet, lager",övriga,2025,"Areal, kvkm",5.56
00 Riket,"433 Industrienhet, annan övrig byggnad",fysisk person,2025,Taxeringsenheter,3358
00 Riket,"433 Industrienhet, annan övrig byggnad",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",3237
00 Riket,"433 Industrienhet, annan övrig byggnad",fysisk person,2025,"Areal, kvkm",8.20
00 Riket,"433 Industrienhet, annan övrig byggnad",stat,2025,Taxeringsenheter,11
00 Riket,"433 Industrienhet, annan övrig byggnad",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",44
00 Riket,"433 Industrienhet, annan övrig byggnad",stat,2025,"Areal, kvkm",0.04
00 Riket,"433 Industrienhet, annan övrig byggnad","kommun, region",2025,Taxeringsenheter,182
00 Riket,"433 Industrienhet, annan övrig byggnad","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",806
00 Riket,"433 Industrienhet, annan övrig byggnad","kommun, region",2025,"Areal, kvkm",1.34
00 Riket,"433 Industrienhet, annan övrig byggnad",Svenska kyrkan,2025,Taxeringsenheter,4
00 Riket,"433 Industrienhet, annan övrig byggnad",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",9
00 Riket,"433 Industrienhet, annan övrig byggnad",Svenska kyrkan,2025,"Areal, kvkm",0.02
00 Riket,"433 Industrienhet, annan övrig byggnad",allmännyttigt bostadsföretag,2025,Taxeringsenheter,69
00 Riket,"433 Industrienhet, annan övrig byggnad",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",266
00 Riket,"433 Industrienhet, annan övrig byggnad",allmännyttigt bostadsföretag,2025,"Areal, kvkm",0.47
00 Riket,"433 Industrienhet, annan övrig byggnad",bostadsrättsförening,2025,Taxeringsenheter,51
00 Riket,"433 Industrienhet, annan övrig byggnad",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",989
00 Riket,"433 Industrienhet, annan övrig byggnad",bostadsrättsförening,2025,"Areal, kvkm",0.23
00 Riket,"433 Industrienhet, annan övrig byggnad",ekonomisk förening utom BRF,2025,Taxeringsenheter,77
00 Riket,"433 Industrienhet, annan övrig byggnad",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",416
00 Riket,"433 Industrienhet, annan övrig byggnad",ekonomisk förening utom BRF,2025,"Areal, kvkm",0.79
00 Riket,"433 Industrienhet, annan övrig byggnad",bank och försäkringsbolag,2025,Taxeringsenheter,1
00 Riket,"433 Industrienhet, annan övrig byggnad",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"433 Industrienhet, annan övrig byggnad",bank och försäkringsbolag,2025,"Areal, kvkm",0.00
00 Riket,"433 Industrienhet, annan övrig byggnad",övrigt svenskt AB,2025,Taxeringsenheter,8570
00 Riket,"433 Industrienhet, annan övrig byggnad",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",77990
00 Riket,"433 Industrienhet, annan övrig byggnad",övrigt svenskt AB,2025,"Areal, kvkm",87.84
00 Riket,"433 Industrienhet, annan övrig byggnad",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,15
00 Riket,"433 Industrienhet, annan övrig byggnad",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",54
00 Riket,"433 Industrienhet, annan övrig byggnad",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.08
00 Riket,"433 Industrienhet, annan övrig byggnad",dödsbo,2025,Taxeringsenheter,43
00 Riket,"433 Industrienhet, annan övrig byggnad",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",54
00 Riket,"433 Industrienhet, annan övrig byggnad",dödsbo,2025,"Areal, kvkm",0.13
00 Riket,"433 Industrienhet, annan övrig byggnad",övriga,2025,Taxeringsenheter,514
00 Riket,"433 Industrienhet, annan övrig byggnad",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",4443
00 Riket,"433 Industrienhet, annan övrig byggnad",övriga,2025,"Areal, kvkm",4.09
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",fysisk person,2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",fysisk person,2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",stat,2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",stat,2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation","kommun, region",2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation","kommun, region",2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",Svenska kyrkan,2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",Svenska kyrkan,2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",allmännyttigt bostadsföretag,2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",allmännyttigt bostadsföretag,2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",ekonomisk förening utom BRF,2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",ekonomisk förening utom BRF,2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",övrigt svenskt AB,2025,Taxeringsenheter,8248
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",2922
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",övrigt svenskt AB,2025,"Areal, kvkm",0.70
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",dödsbo,2025,Taxeringsenheter,..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",dödsbo,2025,"Areal, kvkm",..
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",övriga,2025,Taxeringsenheter,676
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",332
00 Riket,"443 Industrienhet, övrig byggnad f. radiokommunikation",övriga,2025,"Areal, kvkm",0.00
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",fysisk person,2025,Taxeringsenheter,2800
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",fysisk person,2025,"Areal, kvkm",30.34
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",stat,2025,Taxeringsenheter,1695
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",stat,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",stat,2025,"Areal, kvkm",41.28
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr","kommun, region",2025,Taxeringsenheter,29728
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr","kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr","kommun, region",2025,"Areal, kvkm",1489.38
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",Svenska kyrkan,2025,Taxeringsenheter,207
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",Svenska kyrkan,2025,"Areal, kvkm",2.34
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",allmännyttigt bostadsföretag,2025,Taxeringsenheter,604
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",allmännyttigt bostadsföretag,2025,"Areal, kvkm",9.98
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",bostadsrättsförening,2025,Taxeringsenheter,285
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",bostadsrättsförening,2025,"Areal, kvkm",1.37
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",ekonomisk förening utom BRF,2025,Taxeringsenheter,279
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",ekonomisk förening utom BRF,2025,"Areal, kvkm",9.87
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",bank och försäkringsbolag,2025,Taxeringsenheter,4
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",bank och försäkringsbolag,2025,"Areal, kvkm",0.00
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",övrigt svenskt AB,2025,Taxeringsenheter,2053
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",övrigt svenskt AB,2025,"Areal, kvkm",49.65
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",stiftelser (ej familjestiftelser),2025,Taxeringsenheter,49
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",stiftelser (ej familjestiftelser),2025,"Areal, kvkm",2.63
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",dödsbo,2025,Taxeringsenheter,630
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",dödsbo,2025,"Areal, kvkm",4.23
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",övriga,2025,Taxeringsenheter,4869
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",0
00 Riket,"498 Industrienhet, övrig mark (gatu- och parkmark), tax.värde 0 kr",övriga,2025,"Areal, kvkm",224.72
00 Riket,600 Övrig täktenhet,fysisk person,2025,Taxeringsenheter,755
00 Riket,600 Övrig täktenhet,fysisk person,2025,"Totalt taxerings-/basvärde, miljoner kr",1559
00 Riket,600 Övrig täktenhet,fysisk person,2025,"Areal, kvkm",43.61
00 Riket,600 Övrig täktenhet,stat,2025,Taxeringsenheter,14
00 Riket,600 Övrig täktenhet,stat,2025,"Totalt taxerings-/basvärde, miljoner kr",12
00 Riket,600 Övrig täktenhet,stat,2025,"Areal, kvkm",0.84
00 Riket,600 Övrig täktenhet,"kommun, region",2025,Taxeringsenheter,30
00 Riket,600 Övrig täktenhet,"kommun, region",2025,"Totalt taxerings-/basvärde, miljoner kr",81
00 Riket,600 Övrig täktenhet,"kommun, region",2025,"Areal, kvkm",3.78
00 Riket,600 Övrig täktenhet,Svenska kyrkan,2025,Taxeringsenheter,30
00 Riket,600 Övrig täktenhet,Svenska kyrkan,2025,"Totalt taxerings-/basvärde, miljoner kr",123
00 Riket,600 Övrig täktenhet,Svenska kyrkan,2025,"Areal, kvkm",2.00
00 Riket,600 Övrig täktenhet,allmännyttigt bostadsföretag,2025,Taxeringsenheter,..
00 Riket,600 Övrig täktenhet,allmännyttigt bostadsföretag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,600 Övrig täktenhet,allmännyttigt bostadsföretag,2025,"Areal, kvkm",..
00 Riket,600 Övrig täktenhet,bostadsrättsförening,2025,Taxeringsenheter,..
00 Riket,600 Övrig täktenhet,bostadsrättsförening,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,600 Övrig täktenhet,bostadsrättsförening,2025,"Areal, kvkm",..
00 Riket,600 Övrig täktenhet,ekonomisk förening utom BRF,2025,Taxeringsenheter,7
00 Riket,600 Övrig täktenhet,ekonomisk förening utom BRF,2025,"Totalt taxerings-/basvärde, miljoner kr",101
00 Riket,600 Övrig täktenhet,ekonomisk förening utom BRF,2025,"Areal, kvkm",1.64
00 Riket,600 Övrig täktenhet,bank och försäkringsbolag,2025,Taxeringsenheter,..
00 Riket,600 Övrig täktenhet,bank och försäkringsbolag,2025,"Totalt taxerings-/basvärde, miljoner kr",..
00 Riket,600 Övrig täktenhet,bank och försäkringsbolag,2025,"Areal, kvkm",..
00 Riket,600 Övrig täktenhet,övrigt svenskt AB,2025,Taxeringsenheter,523
00 Riket,600 Övrig täktenhet,övrigt svenskt AB,2025,"Totalt taxerings-/basvärde, miljoner kr",1451
00 Riket,600 Övrig täktenhet,övrigt svenskt AB,2025,"Areal, kvkm",88.94
00 Riket,600 Övrig täktenhet,stiftelser (ej familjestiftelser),2025,Taxeringsenheter,11
00 Riket,600 Övrig täktenhet,stiftelser (ej familjestiftelser),2025,"Totalt taxerings-/basvärde, miljoner kr",27
00 Riket,600 Övrig täktenhet,stiftelser (ej familjestiftelser),2025,"Areal, kvkm",0.77
00 Riket,600 Övrig täktenhet,dödsbo,2025,Taxeringsenheter,10
00 Riket,600 Övrig täktenhet,dödsbo,2025,"Totalt taxerings-/basvärde, miljoner kr",5
00 Riket,600 Övrig täktenhet,dödsbo,2025,"Areal, kvkm",0.58
00 Riket,600 Övrig täktenhet,övriga,2025,Taxeringsenheter,49
00 Riket,600 Övrig täktenhet,övriga,2025,"Totalt taxerings-/basvärde, miljoner kr",195
00 Riket,600 Övrig täktenhet,övriga,2025,"Areal, kvkm",2.76
